,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
86,3290000,5880.0,3.0,1.0,1.0,1,0,0,0,0,0.0,0,0
87,3290000,4000.0,4.0,1.0,2.0,1,0,0,0,0,0.0,0,0
88,3325000,4000.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,0
89,3325000,4000.0,2.0,1.0,1.0,1,0,0,0,0,1.0,0,0
90,3332000,2145.0,3.0,1.0,2.0,1,0,0,0,0,0.0,1,2
91,3360000,4000.0,4.0,1.0,2.0,1,0,0,0,1,2.0,0,0
92,3360000,4960.0,4.0,1.0,3.0,0,0,0,0,0,0.0,0,1
93,3360000,4120.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,0
94,3360000,3720.0,2.0,1.0,1.0,0,0,0,0,1,0.0,0,0
95,3360000,3750.0,3.0,1.0,1.0,1,0,0,0,0,0.0,0,0
96,3360000,3100.0,3.0,1.0,2.0,0,0,0,0,0,0.0,0,1
97,3360000,3185.0,2.0,1.0,1.0,1,0,1,0,0,2.0,0,0
98,3395000,3450.0,3.0,1.0,2.0,1,0,1,0,0,0.0,0,0
99,3430000,3185.0,2.0,1.0,2.0,1,0,0,0,0,2.0,0,0
100,3430000,4000.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,0
101,3430000,4000.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,0
102,3430000,2610.0,3.0,1.0,2.0,1,0,1,0,0,0.0,1,0
103,3430000,1950.0,3.0,1.0,2.0,1,0,1,0,0,0.0,1,0
104,3465000,3060.0,3.0,1.0,1.0,1,0,0,0,0,0.0,0,0
105,3465000,2145.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,0
106,3465000,5320.0,2.0,1.0,1.0,1,0,0,0,0,0.0,1,0
107,3493000,4000.0,3.0,1.0,2.0,0,0,0,0,0,0.0,0,0
108,3500000,4240.0,3.0,1.0,2.0,1,0,0,0,1,0.0,0,1
109,3500000,4000.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,0
110,3500000,2135.0,3.0,1.0,2.0,0,0,0,0,0,0.0,0,0
111,3500000,4000.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,1
112,3500000,7424.0,3.0,1.0,2.0,0,0,0,0,0,0.0,0,0
113,3500000,3480.0,3.0,1.0,1.0,0,0,0,0,0,0.0,0,0
114,3500000,4600.0,4.0,1.0,2.0,1,0,0,0,0,0.0,0,1
115,3500000,4000.0,3.0,1.0,1.0,1,0,0,0,0,1.0,0,1
116,3500000,5900.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,2
117,3500000,4000.0,3.0,1.0,2.0,1,0,0,0,0,1.0,0,0
118,3500000,7350.0,2.0,1.0,2.0,1,0,0,0,0,1.0,0,0
119,3500000,3512.0,2.0,1.0,1.0,1,0,0,0,0,1.0,1,0
120,3500000,9500.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,0
121,3500000,4000.0,2.0,1.0,2.0,1,0,0,0,0,0.0,0,0
122,3500000,3600.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,0
123,3535000,4000.0,3.0,1.0,2.0,1,0,0,0,0,2.0,0,0
124,3570000,4000.0,3.0,1.0,2.0,1,0,1,0,0,0.0,0,0
125,3570000,4500.0,2.0,1.0,1.0,0,0,0,0,0,0.0,0,2
126,3570000,4000.0,2.0,1.0,2.0,1,0,0,0,0,0.0,0,0
127,3570000,4500.0,4.0,1.0,2.0,1,0,1,0,0,2.0,0,0
128,3605000,4000.0,3.0,1.0,1.0,1,0,0,0,0,0.0,0,1
129,3605000,4500.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,1
130,3633000,3520.0,3.0,1.0,2.0,1,0,0,0,0,2.0,1,0
131,3640000,3180.0,3.0,1.0,2.0,1,0,1,0,0,0.0,0,1
132,3640000,4000.0,2.0,1.0,1.0,1,0,0,0,1,0.0,0,0
133,3640000,4000.0,2.0,1.0,2.0,1,0,0,0,1,0.0,0,2
134,3640000,3520.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,1
135,3640000,4000.0,3.0,2.0,2.0,1,0,0,0,0,2.0,0,1
136,3640000,2850.0,3.0,2.0,2.0,0,0,1,0,0,0.0,1,0
137,3675000,3600.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,2
138,3675000,5640.0,2.0,1.0,1.0,0,0,0,0,0,0.0,0,1
139,3703000,3120.0,3.0,1.0,2.0,0,0,0,1,0,0.0,0,1
140,3710000,4050.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,2
141,3710000,6020.0,3.0,1.0,1.0,1,0,0,0,0,0.0,0,0
142,3710000,4040.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,1
143,3710000,3600.0,3.0,1.0,1.0,1,0,0,0,0,0.0,0,0
144,3745000,4000.0,2.0,1.0,2.0,1,0,0,0,0,0.0,1,1
145,3773000,2520.0,3.0,1.0,2.0,0,0,1,0,0,1.0,0,2
146,3773000,8250.0,3.0,1.0,1.0,1,0,0,0,0,2.0,0,2
147,3773000,6930.0,4.0,1.0,2.0,1,0,0,0,0,0.0,0,2
148,3780000,4000.0,3.0,1.0,2.0,1,0,0,0,0,0.0,1,2
149,3780000,5830.0,2.0,1.0,2.0,1,0,0,0,0,2.0,0,0
150,3780000,4000.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,1
151,3780000,4820.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,1
152,3815000,3150.0,2.0,1.0,1.0,0,0,1,0,0,0.0,0,1
153,3836000,3350.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,0
154,3850000,4000.0,3.0,1.0,2.0,1,0,0,0,1,0.0,0,2
155,3850000,3180.0,2.0,2.0,1.0,1,0,0,0,0,0.0,0,1
156,3850000,4080.0,3.0,1.0,1.0,1,0,0,0,0,0.0,0,1
157,3850000,2015.0,3.0,1.0,2.0,1,0,0,0,0,0.0,1,1
158,3850000,2176.0,2.0,1.0,2.0,1,1,0,0,0,0.0,1,1
159,3885000,3780.0,2.0,1.0,2.0,1,1,1,0,0,0.0,0,0
160,3885000,3180.0,4.0,1.0,2.0,1,0,0,0,0,0.0,0,2
161,3920000,2145.0,4.0,1.0,2.0,1,0,1,0,0,0.0,1,0
162,3920000,3816.0,2.0,1.0,1.0,1,0,0,0,1,0.0,0,2
163,3920000,4000.0,4.0,1.0,2.0,1,1,1,0,0,0.0,0,1
164,3990000,4050.0,3.0,1.0,2.0,1,1,1,0,0,0.0,1,0
165,3990000,3960.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,2
166,3990000,4000.0,3.0,1.0,2.0,1,0,0,0,1,0.0,0,1
167,3990000,4100.0,3.0,1.0,1.0,1,0,1,0,0,0.0,0,0
168,4007500,4500.0,3.0,1.0,2.0,0,0,1,0,0,0.0,0,1
169,4025000,4000.0,3.0,2.0,2.0,1,0,0,1,0,2.0,0,1
170,4025000,4000.0,3.0,1.0,1.0,1,0,1,0,1,0.0,0,0
171,4025000,5400.0,3.0,1.0,1.0,1,0,0,0,0,0.0,0,1
172,4060000,4000.0,3.0,1.0,2.0,1,0,0,0,0,2.0,0,2
173,4060000,3000.0,4.0,1.0,2.0,1,0,1,0,1,2.0,0,1
174,4060000,4000.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,1
175,4060000,4992.0,3.0,1.0,2.0,1,0,0,0,0,2.0,0,0
176,4060000,5900.0,4.0,1.0,2.0,0,0,1,0,0,0.0,0,0
177,4095000,5600.0,3.0,1.0,1.0,1,0,0,0,1,0.0,0,0
178,4095000,4000.0,2.0,1.0,2.0,1,0,0,0,0,1.0,0,1
179,4095000,3680.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,1
180,4130000,5985.0,3.0,1.0,1.0,1,0,1,0,0,0.0,0,0
181,4130000,4632.0,4.0,1.0,2.0,1,0,0,0,0,0.0,0,0
182,4165000,4000.0,3.0,1.0,2.0,1,0,0,0,0,1.0,0,1
183,4165000,4046.0,3.0,1.0,2.0,1,0,0,0,0,1.0,0,0
184,4193000,3450.0,3.0,1.0,2.0,1,0,0,0,0,1.0,0,1
185,4193000,8250.0,3.0,1.0,1.0,1,0,1,0,0,3.0,0,1
186,4200000,4500.0,3.0,1.0,1.0,1,0,1,0,0,0.0,0,2
187,4200000,5500.0,3.0,1.0,2.0,1,0,0,0,1,0.0,0,0
188,4200000,4000.0,3.0,1.0,2.0,1,0,1,0,1,0.0,0,0
189,4200000,2747.0,3.0,2.0,2.0,0,0,0,0,0,0.0,0,1
190,4200000,4410.0,2.0,1.0,2.0,0,0,0,0,0,1.0,0,0
191,4200000,4000.0,4.0,1.0,2.0,0,0,0,0,0,0.0,0,1
192,4200000,5040.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,0
193,4200000,4000.0,3.0,1.0,2.0,0,0,0,0,0,0.0,0,0
194,4200000,2145.0,3.0,1.0,3.0,1,0,0,0,0,1.0,0,0
195,4200000,4000.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,1
196,4200000,5850.0,2.0,1.0,1.0,1,1,1,0,0,2.0,0,1
197,4200000,4000.0,3.0,1.0,1.0,1,0,0,0,0,3.0,0,2
198,4200000,4000.0,3.0,2.0,2.0,1,0,1,0,0,0.0,0,0
199,4200000,4079.0,3.0,1.0,3.0,1,0,0,0,0,0.0,0,0
200,4235000,2787.0,3.0,1.0,2.0,1,0,0,0,0,0.0,1,2
201,4235000,4000.0,3.0,1.0,2.0,1,1,0,0,0,0.0,0,1
202,4270000,6360.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,2
203,4270000,6360.0,2.0,1.0,2.0,1,0,0,0,0,0.0,0,0
204,4270000,4000.0,3.0,1.0,2.0,0,1,1,0,1,0.0,0,0
205,4277000,3400.0,3.0,1.0,2.0,1,0,1,0,0,0.0,0,0
206,4305000,10360.0,3.0,1.0,2.0,1,0,0,0,0,1.0,0,0
207,4340000,6450.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,1
208,4340000,3500.0,4.0,1.0,2.0,1,0,0,0,0,0.0,0,2
209,4340000,4075.0,3.0,1.0,2.0,1,0,1,0,0,2.0,0,0
210,4340000,4500.0,3.0,1.0,3.0,1,0,0,1,0,1.0,0,0
211,4340000,5000.0,3.0,1.0,2.0,1,0,1,0,0,0.0,0,1
212,4375000,3900.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,0
213,4382000,5000.0,4.0,1.0,2.0,1,0,0,0,1,0.0,0,0
214,4403000,4880.0,3.0,1.0,1.0,1,0,0,0,0,2.0,1,0
215,4403000,2880.0,3.0,1.0,2.0,1,0,0,0,0,0.0,1,1
216,4410000,5000.0,2.0,1.0,2.0,1,0,1,0,0,0.0,0,1
217,4410000,3968.0,3.0,1.0,2.0,0,0,0,0,0,0.0,0,0
218,4445000,5000.0,2.0,1.0,1.0,1,1,1,0,0,0.0,0,1
219,4473000,3162.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,2
220,4473000,6360.0,2.0,1.0,1.0,1,0,1,0,0,0.0,0,2
221,4480000,4040.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,1
222,4480000,4000.0,3.0,1.0,2.0,1,0,0,0,0,2.0,0,2
223,4480000,5885.0,2.0,1.0,1.0,1,0,0,0,1,0.0,0,0
224,4480000,4510.0,4.0,1.0,2.0,1,0,0,0,1,2.0,0,0
225,4515000,3510.0,3.0,2.0,3.0,1,0,0,0,0,0.0,0,0
226,4515000,3450.0,3.0,2.0,2.0,1,0,1,0,0,1.0,0,1
227,4515000,3520.0,3.0,1.0,2.0,1,0,0,0,0,0.0,1,2
228,4543000,4990.0,4.0,2.0,2.0,1,1,0,0,0,0.0,0,2
229,4543000,4100.0,2.0,2.0,2.0,1,0,1,0,0,0.0,0,1
230,4550000,5000.0,4.0,2.0,2.0,1,0,0,0,0,3.0,0,0
231,4550000,5000.0,3.0,2.0,2.0,1,0,0,0,0,0.0,1,1
232,4550000,5000.0,3.0,2.0,2.0,1,0,0,0,0,0.0,1,0
233,4550000,5320.0,3.0,1.0,2.0,1,1,1,0,0,0.0,0,1
234,4550000,2550.0,3.0,1.0,2.0,1,0,1,0,0,0.0,0,0
235,4550000,5000.0,3.0,1.0,2.0,1,0,0,0,1,0.0,0,2
236,4550000,3760.0,3.0,2.0,1.0,1,0,0,0,0,0.0,0,1
237,4585000,4000.0,3.0,1.0,2.0,1,0,0,0,0,1.0,0,2
238,4585000,5000.0,3.0,1.0,2.0,1,0,0,0,0,1.0,0,1
239,4613000,4510.0,4.0,2.0,2.0,1,0,1,0,0,0.0,0,0
240,4620000,2870.0,2.0,1.0,2.0,1,1,0,0,0,0.0,0,1
241,4620000,3880.0,3.0,2.0,2.0,1,0,1,0,0,0.0,0,0
242,4655000,3745.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,2
243,4690000,4320.0,3.0,2.0,2.0,1,0,0,0,0,0.0,1,1
244,4690000,5400.0,2.0,1.0,2.0,1,0,0,0,0,0.0,1,1
245,4690000,9667.0,3.0,2.0,2.0,1,0,1,0,0,1.0,0,0
246,4690000,5000.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,0
247,4690000,5000.0,3.0,1.0,1.0,1,0,1,0,1,0.0,0,0
248,4690000,5000.0,3.0,1.0,4.0,1,0,0,0,1,0.0,0,1
249,4760000,9166.0,2.0,1.0,1.0,1,0,0,0,1,2.0,0,1
250,4760000,10240.0,3.0,1.0,1.0,1,0,0,0,1,0.0,1,0
251,4760000,6321.0,3.0,2.0,2.0,1,0,1,0,1,0.0,0,2
252,4830000,4815.0,2.0,1.0,2.0,1,0,0,0,1,0.0,1,1
253,4830000,6862.0,3.0,2.0,2.0,1,0,0,0,1,0.0,1,2
254,4830000,6040.0,3.0,1.0,1.0,1,0,0,0,0,2.0,1,1
255,4830000,4160.0,3.0,1.0,3.0,1,0,0,0,0,0.0,0,0
256,4865000,5000.0,2.0,1.0,1.0,1,0,1,0,0,0.0,0,0
257,4893000,4995.0,3.0,2.0,1.0,1,0,1,0,0,0.0,0,1
258,4900000,5000.0,3.0,1.0,2.0,0,1,1,0,1,0.0,0,0
259,4900000,5000.0,3.0,1.0,2.0,1,0,1,0,0,0.0,0,1
260,4900000,5000.0,3.0,1.0,1.0,1,0,0,0,1,2.0,0,1
261,4900000,4120.0,2.0,2.0,1.0,1,0,1,0,0,1.0,0,0
262,4900000,5000.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,0
263,4900000,5000.0,2.0,2.0,1.0,1,0,1,0,1,0.0,0,0
264,4900000,12900.0,3.0,2.0,1.0,1,0,0,0,0,0.0,0,2
265,4900000,5000.0,3.0,1.0,2.0,1,1,1,0,0,2.0,0,1
266,4900000,5000.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,1
267,4900000,2970.0,3.0,1.0,3.0,1,0,0,0,0,0.0,0,1
268,4907000,4200.0,3.0,1.0,2.0,1,0,0,0,0,1.0,0,0
269,4935000,5948.0,3.0,1.0,2.0,1,0,0,0,1,0.0,0,1
270,4970000,7686.0,3.0,1.0,1.0,1,1,0,1,0,0.0,0,1
271,4970000,4410.0,4.0,3.0,2.0,1,0,0,0,0,2.0,0,1
272,5033000,4800.0,2.0,1.0,1.0,1,0,1,0,0,0.0,0,0
273,5040000,6600.0,3.0,2.0,1.0,1,1,0,0,0,0.0,0,2
274,5040000,5000.0,3.0,1.0,2.0,1,1,0,0,0,0.0,0,1
275,5040000,7600.0,3.0,1.0,2.0,1,0,0,0,1,2.0,0,2
276,5040000,5000.0,3.0,2.0,1.0,0,0,0,0,0,0.0,0,1
277,5075000,5720.0,2.0,1.0,2.0,1,0,0,0,1,0.0,0,0
278,5110000,11410.0,2.0,1.0,2.0,1,0,0,0,0,0.0,0,0
279,5110000,3000.0,3.0,2.0,2.0,1,1,0,0,0,0.0,0,2
280,5110000,6100.0,3.0,1.0,1.0,1,0,1,0,1,0.0,1,0
281,5145000,7980.0,3.0,2.0,2.0,1,0,0,0,0,1.0,0,1
282,5145000,3410.0,3.0,2.0,2.0,0,0,0,0,1,0.0,0,1
283,5215000,7200.0,3.0,2.0,2.0,1,1,1,0,0,1.0,1,2
284,5215000,5000.0,3.0,2.0,2.0,1,0,0,0,0,2.0,0,1
285,5243000,5000.0,3.0,2.0,1.0,1,0,1,0,0,0.0,1,1
286,5250000,5000.0,4.0,2.0,2.0,1,0,1,0,1,0.0,0,2
287,5250000,5500.0,3.0,2.0,1.0,1,0,0,0,0,0.0,0,0
288,5250000,5000.0,4.0,2.0,2.0,1,0,0,0,0,0.0,1,0
289,5250000,8400.0,3.0,1.0,2.0,1,1,1,0,0,2.0,0,0
290,5250000,3800.0,3.0,1.0,2.0,1,0,0,0,0,0.0,1,0
291,5250000,9800.0,4.0,2.0,2.0,1,1,0,0,0,2.0,0,1
292,5285000,4600.0,2.0,2.0,1.0,1,0,0,0,1,2.0,0,1
293,5320000,7800.0,3.0,1.0,1.0,1,0,0,0,1,2.0,1,0
294,5390000,6710.0,3.0,2.0,2.0,1,1,1,0,0,1.0,0,2
295,5425000,5000.0,3.0,2.0,1.0,1,1,1,0,0,0.0,1,1
296,5460000,6600.0,3.0,2.0,2.0,1,1,0,0,0,0.0,0,0
297,5460000,6100.0,3.0,1.0,3.0,1,1,0,0,1,0.0,0,0
298,5460000,5000.0,4.0,1.0,2.0,1,1,0,0,1,0.0,0,0
299,5460000,5000.0,3.0,2.0,1.0,1,1,1,0,1,0.0,0,0
300,5495000,7980.0,3.0,2.0,1.0,1,0,0,0,0,2.0,0,1
301,5523000,6900.0,3.0,2.0,1.0,1,1,1,0,0,0.0,0,0
302,5530000,6100.0,3.0,2.0,2.0,1,0,1,0,0,0.0,0,2
303,5530000,3650.0,3.0,2.0,2.0,1,0,0,0,0,0.0,0,1
304,5565000,5000.0,3.0,2.0,2.0,1,1,1,0,1,0.0,1,0
305,5565000,4400.0,4.0,1.0,2.0,1,0,0,0,1,2.0,0,0
306,5600000,10500.0,4.0,2.0,2.0,1,0,0,0,0,1.0,0,0
307,5600000,5000.0,5.0,2.0,3.0,0,0,1,1,0,0.0,0,0
308,5600000,4700.0,4.0,1.0,2.0,1,0,1,0,1,0.0,0,0
309,5600000,5000.0,3.0,2.0,2.0,1,0,0,0,0,0.0,0,1
310,5600000,5000.0,4.0,2.0,2.0,1,0,1,0,0,0.0,1,1
311,5600000,5136.0,3.0,1.0,2.0,1,0,1,0,1,0.0,1,0
312,5600000,10500.0,2.0,1.0,1.0,1,0,0,0,0,1.0,0,0
313,5652500,5000.0,4.0,2.0,2.0,1,1,0,0,0,1.0,1,1
314,5740000,5000.0,3.0,1.0,2.0,1,0,1,0,1,0.0,1,2
315,5740000,5000.0,3.0,2.0,3.0,1,0,0,0,1,0.0,0,1
316,5740000,4640.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,0
317,5740000,5400.0,4.0,2.0,2.0,1,0,0,0,1,2.0,0,0
318,5775000,6000.0,3.0,2.0,4.0,1,0,0,0,1,0.0,0,0
319,5803000,5000.0,3.0,1.0,2.0,1,0,1,0,0,2.0,0,1
320,5810000,5828.0,4.0,2.0,4.0,1,1,0,0,0,0.0,0,1
321,5810000,5000.0,3.0,1.0,3.0,1,0,0,0,1,0.0,0,0
322,5810000,5000.0,3.0,1.0,3.0,1,0,0,0,1,0.0,0,1
323,5866000,5000.0,3.0,1.0,1.0,1,1,1,0,0,0.0,0,0
324,5873000,5500.0,3.0,2.0,3.0,1,0,0,0,1,1.0,0,2
325,5873000,11460.0,3.0,1.0,3.0,1,0,0,0,0,2.0,0,2
326,5880000,6500.0,3.0,2.0,3.0,1,0,0,0,1,0.0,0,2
327,5880000,7160.0,3.0,1.0,1.0,1,0,0,0,0,0.0,1,0
328,5943000,15600.0,3.0,2.0,1.0,1,0,0,0,1,0.0,0,2
329,5950000,6525.0,3.0,2.0,2.0,1,0,0,0,0,1.0,0,2
330,5950000,6254.0,3.0,2.0,1.0,1,0,1,0,0,0.0,1,1
331,5950000,7231.0,3.0,1.0,2.0,1,0,0,0,1,0.0,1,2
332,5950000,6540.0,3.0,2.0,1.0,1,0,0,0,0,2.0,1,2
333,5950000,6420.0,3.0,2.0,1.0,1,0,0,0,1,0.0,0,2
334,5950000,5000.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,2
335,6020000,6800.0,3.0,1.0,2.0,1,0,1,0,0,2.0,0,2
336,6020000,8000.0,3.0,2.0,2.0,1,0,1,0,1,2.0,1,1
337,6020000,6900.0,3.0,2.0,1.0,1,1,0,0,0,0.0,0,0
